,x,y,z,p11_before,p11_after,p0_before,p0_after,speed
0,12.5,,,0,0,0,0,10.0
1,12.5,50.0,,0,0,0,0,20.0
2,12.5,50.0,-22.5,0,0,0,1,20.0
3,12.5,59.125,-22.5,0,0,1,0,10.0
4,12.5,59.125,-21.897,0,0,0,1,20.0
5,12.5,50.0,-21.897,0,0,1,0,10.0
6,12.5,50.0,-21.294,0,0,0,1,20.0
7,12.5,59.125,-21.294,0,0,1,0,10.0
8,12.5,59.125,-20.0,0,0,0,0,20.0
9,12.5,50.0,-20.0,0,0,0,0,20.0
10,12.5,50.0,-20.0,0,0,0,0,20.0
11,12.5,50.0,-17.5,0,0,0,1,20.0
12,12.5,59.125,-17.5,0,0,1,0,10.0
13,12.5,59.125,-16.897,0,0,0,1,20.0
14,12.5,50.0,-16.897,0,0,1,0,10.0
15,12.5,50.0,-16.294,0,0,0,1,20.0
16,12.5,59.125,-16.294,0,0,1,0,10.0
17,12.5,59.125,-15.0,0,0,0,0,20.0
18,12.5,50.0,-15.0,0,0,0,0,20.0
19,12.5,50.0,-15.0,0,0,0,0,20.0
20,12.5,50.0,-12.5,0,0,0,1,20.0
21,12.5,59.125,-12.5,0,0,1,0,10.0
22,12.5,59.125,-11.897,0,0,0,1,20.0
23,12.5,50.0,-11.897,0,0,1,0,10.0
24,12.5,50.0,-11.294,0,0,0,1,20.0
25,12.5,59.125,-11.294,0,0,1,0,10.0
26,12.5,59.125,-10.0,0,0,0,0,20.0
27,12.5,50.0,-10.0,0,0,0,0,20.0
28,12.5,50.0,-10.0,0,0,0,0,20.0
29,12.5,50.0,-7.5,0,0,0,1,20.0
30,12.5,59.125,-7.5,0,0,1,0,10.0
31,12.5,59.125,-6.897,0,0,0,1,20.0
32,12.5,50.0,-6.897,0,0,1,0,10.0
33,12.5,50.0,-6.2940000000000005,0,0,0,1,20.0
34,12.5,59.125,-6.2940000000000005,0,0,1,0,10.0
35,12.5,59.125,-5.0,0,0,0,0,20.0
36,12.5,50.0,-5.0,0,0,0,0,20.0
37,12.5,50.0,10.0,0,0,0,0,20.0
